SimTicketID,Time,Level,State,Technician
151,4834.424550699836,1.0,Finished L1,L1-Tech-1
151,4834.424550699836,2.0,Waiting for L2,
154,4846.955310571604,,Arrived,
154,4846.955310571604,1.0,Waiting for L1,
154,4846.955310571604,1.0,In service at L1,L1-Tech-1
152,4848.461771279819,1.0,Finished L1,L1-Tech-2
152,4848.461771279819,2.0,Waiting for L2,
153,4856.164497025219,1.0,Finished L1,L1-Tech-3
153,4856.164497025219,2.0,Waiting for L2,
155,4857.385008605597,,Arrived,
155,4857.385008605597,1.0,Waiting for L1,
155,4857.385008605597,1.0,In service at L1,L1-Tech-2
146,4865.8279852557325,2.0,Finished L2,L2-Tech-1
148,4865.8279852557325,2.0,In service at L2,L2-Tech-1
146,4865.8279852557325,,Completed,
144,4879.298284413977,2.0,Finished L2,L2-Tech-2
150,4879.298284413977,2.0,In service at L2,L2-Tech-2
144,4879.298284413977,,Completed,
138,4882.8279852557325,3.0,Finished L3,L3-Tech-1
138,4882.8279852557325,,Completed,
154,4883.955310571604,1.0,Finished L1,L1-Tech-1
154,4883.955310571604,,Completed,
155,4897.385008605597,1.0,Finished L1,L1-Tech-2
155,4897.385008605597,2.0,Waiting for L2,
148,4920.8279852557325,2.0,Finished L2,L2-Tech-1
151,4920.8279852557325,2.0,In service at L2,L2-Tech-1
148,4920.8279852557325,,Completed,
150,4921.298284413977,2.0,Finished L2,L2-Tech-2
152,4921.298284413977,2.0,In service at L2,L2-Tech-2
150,4921.298284413977,,Completed,
156,4952.394861042556,,Arrived,
156,4952.394861042556,1.0,Waiting for L1,
156,4952.394861042556,1.0,In service at L1,L1-Tech-3
156,4957.394861042556,1.0,Finished L1,L1-Tech-3
156,4957.394861042556,2.0,Waiting for L2,
157,4965.15725050478,,Arrived,
157,4965.15725050478,1.0,Waiting for L1,
157,4965.15725050478,1.0,In service at L1,L1-Tech-1
158,4967.089921951999,,Arrived,
158,4967.089921951999,1.0,Waiting for L1,
158,4967.089921951999,1.0,In service at L1,L1-Tech-2
159,4968.279841172077,,Arrived,
159,4968.279841172077,1.0,Waiting for L1,
159,4968.279841172077,1.0,In service at L1,L1-Tech-3
152,4982.298284413977,2.0,Finished L2,L2-Tech-2
153,4982.298284413977,2.0,In service at L2,L2-Tech-2
152,4982.298284413977,3.0,Waiting for L3,
152,4982.298284413977,3.0,In service at L3,L3-Tech-1
152,4987.298284413977,3.0,Finished L3,L3-Tech-1
152,4987.298284413977,,Completed,
160,4988.932262143274,,Arrived,
160,4988.932262143274,1.0,Waiting for L1,
158,5000.089921951999,1.0,Finished L1,L1-Tech-2
160,5000.089921951999,1.0,In service at L1,L1-Tech-2
158,5000.089921951999,,Completed,
161,5008.325737386325,,Arrived,
161,5008.325737386325,1.0,Waiting for L1,
151,5011.8279852557325,2.0,Finished L2,L2-Tech-1
155,5011.8279852557325,2.0,In service at L2,L2-Tech-1
151,5011.8279852557325,,Completed,
159,5026.279841172077,1.0,Finished L1,L1-Tech-3
161,5026.279841172077,1.0,In service at L1,L1-Tech-3
159,5026.279841172077,2.0,Waiting for L2,
155,5034.8279852557325,2.0,Finished L2,L2-Tech-1
156,5034.8279852557325,2.0,In service at L2,L2-Tech-1
155,5034.8279852557325,,Completed,
157,5036.15725050478,1.0,Finished L1,L1-Tech-1
157,5036.15725050478,,Completed,
153,5057.298284413977,2.0,Finished L2,L2-Tech-2
159,5057.298284413977,2.0,In service at L2,L2-Tech-2
153,5057.298284413977,,Completed,
161,5086.279841172077,1.0,Finished L1,L1-Tech-3
161,5086.279841172077,2.0,Waiting for L2,
162,5087.525727999383,,Arrived,
162,5087.525727999383,1.0,Waiting for L1,
162,5087.525727999383,1.0,In service at L1,L1-Tech-1
160,5099.089921951999,1.0,Finished L1,L1-Tech-2
160,5099.089921951999,2.0,Waiting for L2,
159,5104.298284413977,2.0,Finished L2,L2-Tech-2
161,5104.298284413977,2.0,In service at L2,L2-Tech-2
159,5104.298284413977,,Completed,
156,5110.8279852557325,2.0,Finished L2,L2-Tech-1
160,5110.8279852557325,2.0,In service at L2,L2-Tech-1
156,5110.8279852557325,,Completed,
163,5113.90263688031,,Arrived,
163,5113.90263688031,1.0,Waiting for L1,
163,5113.90263688031,1.0,In service at L1,L1-Tech-3
162,5126.525727999383,1.0,Finished L1,L1-Tech-1
162,5126.525727999383,,Completed,
163,5145.90263688031,1.0,Finished L1,L1-Tech-3
163,5145.90263688031,2.0,Waiting for L2,
164,5146.237671992062,,Arrived,
164,5146.237671992062,1.0,Waiting for L1,
164,5146.237671992062,1.0,In service at L1,L1-Tech-2
160,5149.8279852557325,2.0,Finished L2,L2-Tech-1
163,5149.8279852557325,2.0,In service at L2,L2-Tech-1
160,5149.8279852557325,3.0,Waiting for L3,
160,5149.8279852557325,3.0,In service at L3,L3-Tech-1
165,5162.2844868079665,,Arrived,
165,5162.2844868079665,1.0,Waiting for L1,
165,5162.2844868079665,1.0,In service at L1,L1-Tech-1
161,5167.298284413977,2.0,Finished L2,L2-Tech-2
161,5167.298284413977,,Completed,
164,5205.237671992062,1.0,Finished L1,L1-Tech-2
164,5205.237671992062,2.0,Waiting for L2,
164,5205.237671992062,2.0,In service at L2,L2-Tech-2
166,5206.340974679749,,Arrived,
166,5206.340974679749,1.0,Waiting for L1,
166,5206.340974679749,1.0,In service at L1,L1-Tech-3
165,5220.2844868079665,1.0,Finished L1,L1-Tech-1
165,5220.2844868079665,2.0,Waiting for L2,
164,5223.237671992062,2.0,Finished L2,L2-Tech-2
165,5223.237671992062,2.0,In service at L2,L2-Tech-2
164,5223.237671992062,,Completed,
160,5225.8279852557325,3.0,Finished L3,L3-Tech-1
160,5225.8279852557325,,Completed,
163,5247.8279852557325,2.0,Finished L2,L2-Tech-1
163,5247.8279852557325,,Completed,
165,5248.237671992062,2.0,Finished L2,L2-Tech-2
165,5248.237671992062,3.0,Waiting for L3,
165,5248.237671992062,3.0,In service at L3,L3-Tech-1
165,5254.237671992062,3.0,Finished L3,L3-Tech-1
165,5254.237671992062,,Completed,
166,5272.340974679749,1.0,Finished L1,L1-Tech-3
166,5272.340974679749,,Completed,
167,5274.849251278039,,Arrived,
167,5274.849251278039,1.0,Waiting for L1,
167,5274.849251278039,1.0,In service at L1,L1-Tech-2
168,5284.51359199424,,Arrived,
168,5284.51359199424,1.0,Waiting for L1,
168,5284.51359199424,1.0,In service at L1,L1-Tech-1
169,5317.339181871483,,Arrived,
169,5317.339181871483,1.0,Waiting for L1,
169,5317.339181871483,1.0,In service at L1,L1-Tech-3
169,5327.339181871483,1.0,Finished L1,L1-Tech-3
169,5327.339181871483,2.0,Waiting for L2,
169,5327.339181871483,2.0,In service at L2,L2-Tech-1
169,5342.339181871483,2.0,Finished L2,L2-Tech-1
169,5342.339181871483,,Completed,
167,5355.849251278039,1.0,Finished L1,L1-Tech-2
167,5355.849251278039,2.0,Waiting for L2,
167,5355.849251278039,2.0,In service at L2,L2-Tech-2
167,5367.849251278039,2.0,Finished L2,L2-Tech-2
167,5367.849251278039,,Completed,
170,5372.120891304483,,Arrived,
170,5372.120891304483,1.0,Waiting for L1,
170,5372.120891304483,1.0,In service at L1,L1-Tech-3
171,5379.183754150289,,Arrived,
171,5379.183754150289,1.0,Waiting for L1,
171,5379.183754150289,1.0,In service at L1,L1-Tech-2
171,5387.183754150289,1.0,Finished L1,L1-Tech-2
171,5387.183754150289,2.0,Waiting for L2,
171,5387.183754150289,2.0,In service at L2,L2-Tech-1
172,5390.733005263578,,Arrived,
172,5390.733005263578,1.0,Waiting for L1,
172,5390.733005263578,1.0,In service at L1,L1-Tech-2
173,5392.994136920621,,Arrived,
173,5392.994136920621,1.0,Waiting for L1,
168,5403.51359199424,1.0,Finished L1,L1-Tech-1
173,5403.51359199424,1.0,In service at L1,L1-Tech-1
168,5403.51359199424,,Completed,
170,5408.120891304483,1.0,Finished L1,L1-Tech-3
170,5408.120891304483,,Completed,
174,5408.606297182315,,Arrived,
174,5408.606297182315,1.0,Waiting for L1,
174,5408.606297182315,1.0,In service at L1,L1-Tech-3
175,5412.234751332037,,Arrived,
175,5412.234751332037,1.0,Waiting for L1,
172,5413.733005263578,1.0,Finished L1,L1-Tech-2
175,5413.733005263578,1.0,In service at L1,L1-Tech-2
172,5413.733005263578,2.0,Waiting for L2,
172,5413.733005263578,2.0,In service at L2,L2-Tech-2
176,5421.904521991342,,Arrived,
176,5421.904521991342,1.0,Waiting for L1,
172,5432.733005263578,2.0,Finished L2,L2-Tech-2
172,5432.733005263578,,Completed,
177,5460.201092444681,,Arrived,
177,5460.201092444681,1.0,Waiting for L1,
175,5462.733005263578,1.0,Finished L1,L1-Tech-2
176,5462.733005263578,1.0,In service at L1,L1-Tech-2
175,5462.733005263578,,Completed,
178,5476.481635042553,,Arrived,
178,5476.481635042553,1.0,Waiting for L1,
179,5479.369433880455,,Arrived,
179,5479.369433880455,1.0,Waiting for L1,
180,5479.72627342641,,Arrived,
180,5479.72627342641,1.0,Waiting for L1,
173,5491.51359199424,1.0,Finished L1,L1-Tech-1
177,5491.51359199424,1.0,In service at L1,L1-Tech-1
173,5491.51359199424,,Completed,
171,5498.183754150289,2.0,Finished L2,L2-Tech-1
171,5498.183754150289,3.0,Waiting for L3,
171,5498.183754150289,3.0,In service at L3,L3-Tech-1
174,5518.606297182315,1.0,Finished L1,L1-Tech-3
178,5518.606297182315,1.0,In service at L1,L1-Tech-3
174,5518.606297182315,,Completed,
176,5518.733005263578,1.0,Finished L1,L1-Tech-2
179,5518.733005263578,1.0,In service at L1,L1-Tech-2
176,5518.733005263578,2.0,Waiting for L2,
176,5518.733005263578,2.0,In service at L2,L2-Tech-2
181,5531.418019401232,,Arrived,
181,5531.418019401232,1.0,Waiting for L1,
182,5553.582259985807,,Arrived,
182,5553.582259985807,1.0,Waiting for L1,
177,5561.51359199424,1.0,Finished L1,L1-Tech-1
180,5561.51359199424,1.0,In service at L1,L1-Tech-1
177,5561.51359199424,2.0,Waiting for L2,
177,5561.51359199424,2.0,In service at L2,L2-Tech-1
178,5575.606297182315,1.0,Finished L1,L1-Tech-3
181,5575.606297182315,1.0,In service at L1,L1-Tech-3
178,5575.606297182315,2.0,Waiting for L2,
181,5580.606297182315,1.0,Finished L1,L1-Tech-3
182,5580.606297182315,1.0,In service at L1,L1-Tech-3
181,5580.606297182315,2.0,Waiting for L2,
183,5581.388547657121,,Arrived,
183,5581.388547657121,1.0,Waiting for L1,
171,5582.183754150289,3.0,Finished L3,L3-Tech-1
171,5582.183754150289,,Completed,
179,5586.733005263578,1.0,Finished L1,L1-Tech-2
183,5586.733005263578,1.0,In service at L1,L1-Tech-2
179,5586.733005263578,2.0,Waiting for L2,
182,5600.606297182315,1.0,Finished L1,L1-Tech-3
182,5600.606297182315,2.0,Waiting for L2,
176,5604.733005263578,2.0,Finished L2,L2-Tech-2
178,5604.733005263578,2.0,In service at L2,L2-Tech-2
176,5604.733005263578,,Completed,
178,5642.733005263578,2.0,Finished L2,L2-Tech-2
181,5642.733005263578,2.0,In service at L2,L2-Tech-2
178,5642.733005263578,,Completed,
180,5662.51359199424,1.0,Finished L1,L1-Tech-1
180,5662.51359199424,,Completed,
177,5667.51359199424,2.0,Finished L2,L2-Tech-1
179,5667.51359199424,2.0,In service at L2,L2-Tech-1
177,5667.51359199424,,Completed,
183,5668.733005263578,1.0,Finished L1,L1-Tech-2
183,5668.733005263578,2.0,Waiting for L2,
184,5675.249250669747,,Arrived,
184,5675.249250669747,1.0,Waiting for L1,
184,5675.249250669747,1.0,In service at L1,L1-Tech-3
185,5692.741870203584,,Arrived,
185,5692.741870203584,1.0,Waiting for L1,
185,5692.741870203584,1.0,In service at L1,L1-Tech-1
186,5696.19927600518,,Arrived,
186,5696.19927600518,1.0,Waiting for L1,
186,5696.19927600518,1.0,In service at L1,L1-Tech-2
184,5700.249250669747,1.0,Finished L1,L1-Tech-3
184,5700.249250669747,2.0,Waiting for L2,
179,5709.51359199424,2.0,Finished L2,L2-Tech-1
182,5709.51359199424,2.0,In service at L2,L2-Tech-1
179,5709.51359199424,3.0,Waiting for L3,
179,5709.51359199424,3.0,In service at L3,L3-Tech-1
187,5712.081941764048,,Arrived,
187,5712.081941764048,1.0,Waiting for L1,
187,5712.081941764048,1.0,In service at L1,L1-Tech-3
188,5722.524391174508,,Arrived,
188,5722.524391174508,1.0,Waiting for L1,
181,5727.733005263578,2.0,Finished L2,L2-Tech-2
183,5727.733005263578,2.0,In service at L2,L2-Tech-2
181,5727.733005263578,,Completed,
186,5728.19927600518,1.0,Finished L1,L1-Tech-2
188,5728.19927600518,1.0,In service at L1,L1-Tech-2
186,5728.19927600518,,Completed,
189,5746.311103883948,,Arrived,
189,5746.311103883948,1.0,Waiting for L1,
182,5747.51359199424,2.0,Finished L2,L2-Tech-1
184,5747.51359199424,2.0,In service at L2,L2-Tech-1
182,5747.51359199424,,Completed,
187,5750.081941764048,1.0,Finished L1,L1-Tech-3
189,5750.081941764048,1.0,In service at L1,L1-Tech-3
187,5750.081941764048,2.0,Waiting for L2,
190,5757.795736028653,,Arrived,
190,5757.795736028653,1.0,Waiting for L1,
183,5758.733005263578,2.0,Finished L2,L2-Tech-2
187,5758.733005263578,2.0,In service at L2,L2-Tech-2
183,5758.733005263578,,Completed,
184,5770.51359199424,2.0,Finished L2,L2-Tech-1
184,5770.51359199424,3.0,Waiting for L3,
179,5775.51359199424,3.0,Finished L3,L3-Tech-1
184,5775.51359199424,3.0,In service at L3,L3-Tech-1
179,5775.51359199424,,Completed,
188,5777.19927600518,1.0,Finished L1,L1-Tech-2
190,5777.19927600518,1.0,In service at L1,L1-Tech-2
188,5777.19927600518,2.0,Waiting for L2,
188,5777.19927600518,2.0,In service at L2,L2-Tech-1
187,5780.733005263578,2.0,Finished L2,L2-Tech-2
187,5780.733005263578,,Completed,
184,5788.51359199424,3.0,Finished L3,L3-Tech-1
184,5788.51359199424,,Completed,
185,5791.741870203584,1.0,Finished L1,L1-Tech-1
185,5791.741870203584,,Completed,
191,5808.032157092494,,Arrived,
191,5808.032157092494,1.0,Waiting for L1,
191,5808.032157092494,1.0,In service at L1,L1-Tech-1
188,5826.19927600518,2.0,Finished L2,L2-Tech-1
188,5826.19927600518,3.0,Waiting for L3,
188,5826.19927600518,3.0,In service at L3,L3-Tech-1
192,5839.083612263115,,Arrived,
192,5839.083612263115,1.0,Waiting for L1,
193,5840.698647333624,,Arrived,
193,5840.698647333624,1.0,Waiting for L1,
194,5848.8329155954525,,Arrived,
194,5848.8329155954525,1.0,Waiting for L1,
188,5850.19927600518,3.0,Finished L3,L3-Tech-1
188,5850.19927600518,,Completed,
189,5856.081941764048,1.0,Finished L1,L1-Tech-3
192,5856.081941764048,1.0,In service at L1,L1-Tech-3
189,5856.081941764048,,Completed,
195,5856.675542987175,,Arrived,
195,5856.675542987175,1.0,Waiting for L1,
192,5866.081941764048,1.0,Finished L1,L1-Tech-3
193,5866.081941764048,1.0,In service at L1,L1-Tech-3
192,5866.081941764048,2.0,Waiting for L2,
192,5866.081941764048,2.0,In service at L2,L2-Tech-2
193,5872.081941764048,1.0,Finished L1,L1-Tech-3
194,5872.081941764048,1.0,In service at L1,L1-Tech-3
193,5872.081941764048,,Completed,
190,5872.19927600518,1.0,Finished L1,L1-Tech-2
195,5872.19927600518,1.0,In service at L1,L1-Tech-2
190,5872.19927600518,2.0,Waiting for L2,
190,5872.19927600518,2.0,In service at L2,L2-Tech-1
191,5877.032157092494,1.0,Finished L1,L1-Tech-1
191,5877.032157092494,2.0,Waiting for L2,
194,5904.081941764048,1.0,Finished L1,L1-Tech-3
194,5904.081941764048,2.0,Waiting for L2,
192,5921.081941764048,2.0,Finished L2,L2-Tech-2
191,5921.081941764048,2.0,In service at L2,L2-Tech-2
192,5921.081941764048,,Completed,
196,5928.9752838362265,,Arrived,
196,5928.9752838362265,1.0,Waiting for L1,
196,5928.9752838362265,1.0,In service at L1,L1-Tech-1
190,5943.19927600518,2.0,Finished L2,L2-Tech-1
194,5943.19927600518,2.0,In service at L2,L2-Tech-1
190,5943.19927600518,3.0,Waiting for L3,
190,5943.19927600518,3.0,In service at L3,L3-Tech-1
196,5948.9752838362265,1.0,Finished L1,L1-Tech-1
196,5948.9752838362265,,Completed,
195,5972.19927600518,1.0,Finished L1,L1-Tech-2
195,5972.19927600518,2.0,Waiting for L2,
194,5985.19927600518,2.0,Finished L2,L2-Tech-1
195,5985.19927600518,2.0,In service at L2,L2-Tech-1
194,5985.19927600518,,Completed,
190,5994.19927600518,3.0,Finished L3,L3-Tech-1
190,5994.19927600518,,Completed,
191,6005.081941764048,2.0,Finished L2,L2-Tech-2
191,6005.081941764048,,Completed,
197,6030.9828655759,,Arrived,
197,6030.9828655759,1.0,Waiting for L1,
197,6030.9828655759,1.0,In service at L1,L1-Tech-3
195,6062.19927600518,2.0,Finished L2,L2-Tech-1
195,6062.19927600518,,Completed,
198,6086.26643773087,,Arrived,
198,6086.26643773087,1.0,Waiting for L1,
198,6086.26643773087,1.0,In service at L1,L1-Tech-1
198,6113.26643773087,1.0,Finished L1,L1-Tech-1
198,6113.26643773087,,Completed,
199,6121.365517976884,,Arrived,
199,6121.365517976884,1.0,Waiting for L1,
199,6121.365517976884,1.0,In service at L1,L1-Tech-2
197,6125.9828655759,1.0,Finished L1,L1-Tech-3
197,6125.9828655759,,Completed,
200,6158.666401497704,,Arrived,
200,6158.666401497704,1.0,Waiting for L1,
200,6158.666401497704,1.0,In service at L1,L1-Tech-1
201,6164.006570906114,,Arrived,
201,6164.006570906114,1.0,Waiting for L1,
201,6164.006570906114,1.0,In service at L1,L1-Tech-3
202,6188.55882295131,,Arrived,
202,6188.55882295131,1.0,Waiting for L1,
203,6200.000882832782,,Arrived,
203,6200.000882832782,1.0,Waiting for L1,
200,6222.666401497704,1.0,Finished L1,L1-Tech-1
202,6222.666401497704,1.0,In service at L1,L1-Tech-1
200,6222.666401497704,,Completed,
201,6226.006570906114,1.0,Finished L1,L1-Tech-3
203,6226.006570906114,1.0,In service at L1,L1-Tech-3
201,6226.006570906114,,Completed,
204,6228.873018422331,,Arrived,
204,6228.873018422331,1.0,Waiting for L1,
205,6236.287957829816,,Arrived,
205,6236.287957829816,1.0,Waiting for L1,
199,6236.365517976884,1.0,Finished L1,L1-Tech-2
204,6236.365517976884,1.0,In service at L1,L1-Tech-2
199,6236.365517976884,,Completed,
206,6249.815259088156,,Arrived,
206,6249.815259088156,1.0,Waiting for L1,
207,6253.41284808545,,Arrived,
207,6253.41284808545,1.0,Waiting for L1,
202,6264.666401497704,1.0,Finished L1,L1-Tech-1
205,6264.666401497704,1.0,In service at L1,L1-Tech-1
202,6264.666401497704,2.0,Waiting for L2,
202,6264.666401497704,2.0,In service at L2,L2-Tech-2
208,6286.246821634835,,Arrived,
208,6286.246821634835,1.0,Waiting for L1,
203,6321.006570906114,1.0,Finished L1,L1-Tech-3
206,6321.006570906114,1.0,In service at L1,L1-Tech-3
203,6321.006570906114,,Completed,
209,6324.489872677582,,Arrived,
209,6324.489872677582,1.0,Waiting for L1,
204,6338.365517976884,1.0,Finished L1,L1-Tech-2
207,6338.365517976884,1.0,In service at L1,L1-Tech-2
204,6338.365517976884,,Completed,
210,6343.6879404428855,,Arrived,
210,6343.6879404428855,1.0,Waiting for L1,
205,6355.666401497704,1.0,Finished L1,L1-Tech-1
208,6355.666401497704,1.0,In service at L1,L1-Tech-1
205,6355.666401497704,,Completed,
211,6356.419434194638,,Arrived,
211,6356.419434194638,1.0,Waiting for L1,
212,6369.419197781281,,Arrived,
212,6369.419197781281,1.0,Waiting for L1,
208,6380.666401497704,1.0,Finished L1,L1-Tech-1
209,6380.666401497704,1.0,In service at L1,L1-Tech-1
208,6380.666401497704,2.0,Waiting for L2,
208,6380.666401497704,2.0,In service at L2,L2-Tech-1
202,6383.666401497704,2.0,Finished L2,L2-Tech-2
202,6383.666401497704,,Completed,
207,6394.365517976884,1.0,Finished L1,L1-Tech-2
210,6394.365517976884,1.0,In service at L1,L1-Tech-2
207,6394.365517976884,2.0,Waiting for L2,
207,6394.365517976884,2.0,In service at L2,L2-Tech-2
213,6400.080584386717,,Arrived,
213,6400.080584386717,1.0,Waiting for L1,
214,6419.289578148313,,Arrived,
214,6419.289578148313,1.0,Waiting for L1,
206,6437.006570906114,1.0,Finished L1,L1-Tech-3
211,6437.006570906114,1.0,In service at L1,L1-Tech-3
206,6437.006570906114,2.0,Waiting for L2,
209,6471.666401497704,1.0,Finished L1,L1-Tech-1
212,6471.666401497704,1.0,In service at L1,L1-Tech-1
209,6471.666401497704,,Completed,
207,6485.365517976884,2.0,Finished L2,L2-Tech-2
206,6485.365517976884,2.0,In service at L2,L2-Tech-2
207,6485.365517976884,3.0,Waiting for L3,
207,6485.365517976884,3.0,In service at L3,L3-Tech-1
210,6495.365517976884,1.0,Finished L1,L1-Tech-2
213,6495.365517976884,1.0,In service at L1,L1-Tech-2
210,6495.365517976884,,Completed,
208,6495.666401497704,2.0,Finished L2,L2-Tech-1
208,6495.666401497704,,Completed,
206,6501.365517976884,2.0,Finished L2,L2-Tech-2
206,6501.365517976884,3.0,Waiting for L3,
211,6502.006570906114,1.0,Finished L1,L1-Tech-3
214,6502.006570906114,1.0,In service at L1,L1-Tech-3
211,6502.006570906114,2.0,Waiting for L2,
211,6502.006570906114,2.0,In service at L2,L2-Tech-1
215,6511.233766630199,,Arrived,
215,6511.233766630199,1.0,Waiting for L1,
213,6519.365517976884,1.0,Finished L1,L1-Tech-2
215,6519.365517976884,1.0,In service at L1,L1-Tech-2
213,6519.365517976884,2.0,Waiting for L2,
213,6519.365517976884,2.0,In service at L2,L2-Tech-2
213,6530.365517976884,2.0,Finished L2,L2-Tech-2
213,6530.365517976884,,Completed,
211,6531.006570906114,2.0,Finished L2,L2-Tech-1
211,6531.006570906114,,Completed,
216,6541.760104278065,,Arrived,
216,6541.760104278065,1.0,Waiting for L1,
207,6574.365517976884,3.0,Finished L3,L3-Tech-1
206,6574.365517976884,3.0,In service at L3,L3-Tech-1
207,6574.365517976884,,Completed,
215,6578.365517976884,1.0,Finished L1,L1-Tech-2
216,6578.365517976884,1.0,In service at L1,L1-Tech-2
215,6578.365517976884,2.0,Waiting for L2,
215,6578.365517976884,2.0,In service at L2,L2-Tech-2
217,6579.933071570827,,Arrived,
217,6579.933071570827,1.0,Waiting for L1,
212,6587.666401497704,1.0,Finished L1,L1-Tech-1
217,6587.666401497704,1.0,In service at L1,L1-Tech-1
212,6587.666401497704,,Completed,
218,6594.765187579898,,Arrived,
218,6594.765187579898,1.0,Waiting for L1,
214,6606.006570906114,1.0,Finished L1,L1-Tech-3
218,6606.006570906114,1.0,In service at L1,L1-Tech-3
214,6606.006570906114,2.0,Waiting for L2,
214,6606.006570906114,2.0,In service at L2,L2-Tech-1
217,6616.666401497704,1.0,Finished L1,L1-Tech-1
217,6616.666401497704,,Completed,
219,6636.451412633182,,Arrived,
219,6636.451412633182,1.0,Waiting for L1,
219,6636.451412633182,1.0,In service at L1,L1-Tech-1
220,6644.026301514427,,Arrived,
220,6644.026301514427,1.0,Waiting for L1,
206,6675.365517976884,3.0,Finished L3,L3-Tech-1
206,6675.365517976884,,Completed,
216,6677.365517976884,1.0,Finished L1,L1-Tech-2
220,6677.365517976884,1.0,In service at L1,L1-Tech-2
216,6677.365517976884,2.0,Waiting for L2,
218,6680.006570906114,1.0,Finished L1,L1-Tech-3
218,6680.006570906114,2.0,Waiting for L2,
215,6684.365517976884,2.0,Finished L2,L2-Tech-2
216,6684.365517976884,2.0,In service at L2,L2-Tech-2
215,6684.365517976884,3.0,Waiting for L3,
215,6684.365517976884,3.0,In service at L3,L3-Tech-1
214,6709.006570906114,2.0,Finished L2,L2-Tech-1
218,6709.006570906114,2.0,In service at L2,L2-Tech-1
214,6709.006570906114,,Completed,
216,6727.365517976884,2.0,Finished L2,L2-Tech-2
216,6727.365517976884,3.0,Waiting for L3,
220,6734.365517976884,1.0,Finished L1,L1-Tech-2
220,6734.365517976884,2.0,Waiting for L2,
220,6734.365517976884,2.0,In service at L2,L2-Tech-2
221,6743.4132930714395,,Arrived,
221,6743.4132930714395,1.0,Waiting for L1,
221,6743.4132930714395,1.0,In service at L1,L1-Tech-3
219,6748.451412633182,1.0,Finished L1,L1-Tech-1
219,6748.451412633182,,Completed,
215,6751.365517976884,3.0,Finished L3,L3-Tech-1
216,6751.365517976884,3.0,In service at L3,L3-Tech-1
215,6751.365517976884,,Completed,
216,6764.365517976884,3.0,Finished L3,L3-Tech-1
216,6764.365517976884,,Completed,
218,6770.006570906114,2.0,Finished L2,L2-Tech-1
218,6770.006570906114,3.0,Waiting for L3,
218,6770.006570906114,3.0,In service at L3,L3-Tech-1
218,6775.006570906114,3.0,Finished L3,L3-Tech-1
218,6775.006570906114,,Completed,
222,6779.040934146042,,Arrived,
222,6779.040934146042,1.0,Waiting for L1,
222,6779.040934146042,1.0,In service at L1,L1-Tech-2
